# House model data - model_355_f7 (Ref: Plato, Khisa. "Model Data for Assignment". Piazza, May 23, 2020. https://piazza.com/class/k74j7ie5eo75vt?cid=355_f7)
Residents:3
Fridge:250:1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fridge:250:1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Microwave:1200:0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.2,0.1,0.2,0,0.2,0.1,0,0
TV:90:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluorescent lamp:40:1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Fluorescent lamp:40:1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
Fluorescent lamp:40:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Heater:1000:1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Heater:1000:1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Heater:1000:1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
